Date,company name,open,high,low,volume,closing,avg_price_1,avg_volume_26,std_price_27,ROC_30,gold,Economic indicators: inflation rates,Econmic indicators: interest rates,"Financial updates: Company-specific quarterly, annual, or monthly financial performance reports or statements","Financial: Capital raising activities such as public offerings, loan or lease arrangements, and private placements",Financial:Dividend Declared,Financial: Annual and quater meetings,Technical: Discovery of gold,Operational: Expansion of mining operations (including M & A),Operational: Opening or clouser of mining,Operational updates: Changes in production output or efficiency,Operational: changes in key management positions,"Regulatory:  updates on lawsuits or penalties, Comply with regulatory standards sustainablity and corporate governance",Regulatory: Approval or rejection of mining permits & licenses,Geopolitical events: Political instability or conflicts
5/8/2023,Orla Mining Ltd.,1.158833899209721,1.0664100555248763,1.1688485297581297,-0.225802153,1.0797971190727509,1.1949686715718086,-0.486850571,-0.63986906,0.4064207569793134,1.3755844880660149,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/8/2023,Sandstorm Gold Ltd.,2.040881362486669,2.0353270488202986,2.21103345,-0.383223491,2.0424089641184384,1.9475497793596073,-0.136512984,-0.375993313,0.028966309316997434,1.3755844880660149,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,1,0,0,0
5/8/2023,Centerra Gold Inc.,1.5334704176430127,1.4619961516609243,1.6297326123001838,-0.634625762,1.545835665686053,1.4765304395630314,-0.13151513,0.18194132228664747,-0.089386655,1.3755844880660149,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/8/2023,Seabridge Gold Inc.,3.024727425047736,2.929185806349179,2.9644511409996945,0.18841840978243146,2.905411788248552,2.8435520975733257,0.9087280083467656,2.0556060983773508,1.7677961131358673,1.3755844880660149,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/8/2023,DRDGOLD Limited,2.4857968187713135,2.7075664563274513,2.4774704458900234,1.0182383044047503,2.533151263359346,2.3721121843139668,0.6127864537380321,1.823362543481034,2.1847453730365296,1.3755844880660149,0.35288169323258345,0.16242419625718513,1,0,0,0,0,0,0,1,0,0,0,0
5/8/2023,Caledonia Mining Corporation Plc,0.8271613032791182,0.7694470233180362,1.0152601422977687,-0.278800002,0.8573788452087915,0.8498327444397696,-0.359582975,2.1799673894554266,-1.375046429,1.3755844880660149,0.35288169323258345,0.16242419625718513,1,0,0,0,0,0,0,1,0,0,0,0
5/8/2023,"Idaho Strategic Resources, Inc.",1.1119958700363641,1.6896281749051656,1.1518612319972812,-0.102021901,1.9040488149546326,1.227105056,1.182079920066008,1.502849857,2.2819990069986127,1.3755844880660149,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/8/2023,"Contango Ore, Inc.",1.4315623271316542,1.4712798540396577,1.5820924919439339,-0.27004301,1.6029872880483758,1.5311526936597981,-0.775634372,-0.956022923,0.3135584765652613,1.3755844880660149,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2023,Newmont Corporation,1.035353911,0.960641645,1.061856876,-0.665549369,0.985897992,1.012376403,-0.45512683,-0.950453092,-0.676482948,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2023,Agnico Eagle Mine,2.204968172,2.211585017,2.325545025,-0.687771205,2.351550522,2.199319147,0.106187123,-0.506021576,0.643022385,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2023,Barrick Gold Cor,1.861882595,1.770042957,1.908546834,-0.789236923,1.808065402,1.858270038,-0.164914953,-0.569839594,0.055679725,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2023,Wheaton Precious Metals Corp.,2.256849988,2.315764598,2.41448157,-0.72602434,2.257700333,2.239013756,0.318170127,-0.409077796,0.441786728,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2023,Franco-Nevada Corporation,1.706627325,1.681149996,1.799258189,-0.554209621,1.767313873,1.685139352,-0.258257103,-0.887276463,0.86314779,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2023,Gold Fields Limited,1.674263652,1.738266189,1.8051239,-0.456517564,1.739639065,1.823723148,0.606548458,-0.444908045,0.576196844,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2023,AngloGold Ashant,2.2059992793629113,2.1971631176100432,2.2571678112290257,-0.696651979,2.163518404628046,2.2917161510215083,1.0018563417771797,-0.778433772,0.24329629905031525,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2023,Kinross Gold Corporation,0.7484992962113832,0.6762594532508012,0.8353729301649352,-0.386060007,0.7371954763140006,0.7282571000521959,-0.009467568,-0.714656163,0.21119637659954577,1.5391410611441476,0.35288169323258345,0.16242419625718513,1,0,1,0,0,0,0,0,0,1,0,0
5/9/2023,Alamos Gold Inc.,1.4557685431302663,1.4522386548498176,1.568176913636456,-0.512580632,1.4384365452943015,1.5156708638329552,-0.020036962,-0.150402699,0.39879739551843796,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2023,Harmony Gold Mining Company Limited,1.0506817523707823,0.9773435690373231,0.999894381,0.48371056513242316,0.9301201903425256,1.1171876183514973,0.6555640256968089,0.43734319307317315,0.5212447851676155,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2023,Pan American Silver Corp.,1.3394409172788047,1.170907633962124,1.426393613153264,-1.278600351,1.2695758087633018,1.268329277104877,1.1156400740916323,-0.137447132,-0.726304805,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2023,Endeavour Mining plc,1.8197525250816935,1.826524415190616,1.9435462738834182,-0.528511766,1.9338773005214835,1.8696767094393487,0.16226103199596625,-0.288809981,0.2510391136023042,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,1,0,0
5/9/2023,Osisko Gold Royalties Ltd,2.2534288306924477,2.148050834284378,2.1982521456859287,0.14625410488022733,2.1254905800473898,2.261471056402329,0.1057091939425798,0.477781676,0.3586710862354533,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2023,Eldorado Gold Corporation,1.3854126252950199,1.3382259039277444,1.4479856685935641,-0.540087209,1.4279335017066463,1.4174892490810622,0.7768434308192961,0.18845573582569813,0.6463422088784258,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2023,IAMGOLD Corporation,2.390158463765032,2.4052401171507776,2.4920397021394955,-0.366360461,2.531244833,2.3834610773326137,-0.33666414,0.055329446,0.9636831501252194,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2023,"Coeur Mining, Inc.",0.7863207472008215,0.8057715734860267,0.932511634,-0.79755531,0.899128834,0.8445072771587486,-0.442043025,1.0668093302929162,-0.806642227,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2023,Equinox Gold Corp.,1.780499614125418,2.059288465143912,1.952102520941247,0.11326311686806517,2.1949566482551495,2.0368253800376475,0.16647683848299655,0.3901908791854097,0.1400009670350602,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2023,Orla Mining Ltd.,1.0573668248452093,1.0496770069771115,1.151992586458261,-0.328918014,1.1469185213427389,1.077355649359159,-0.518388048,-0.660000474,0.48864989597135466,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2023,Sandstorm Gold Ltd.,2.064002098732452,1.8536210862970877,1.7629796449913664,1.7682089290687832,1.6993792509901755,2.0389355820880892,-0.16372521,-0.390177642,-0.245182085,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2023,Centerra Gold Inc.,1.5844957603228282,1.6542970316020218,1.7505655694239575,-0.35197263,1.780980245022076,1.5436223562660678,-0.269535393,0.18620851281988196,0.084337437,1.5391410611441476,0.35288169323258345,0.16242419625718513,1,0,0,1,0,0,0,0,0,0,0,0
5/9/2023,Seabridge Gold Inc.,3.0082222751340493,2.9948717016299398,3.0831799647903977,0.2511881277497572,3.094667633346525,2.9010746543552464,0.9673894334086531,2.3213496691600137,1.9299151775531576,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2023,DRDGOLD Limited,2.4925519787944026,2.6292922133042658,2.618432167130026,0.6173711076008322,2.572754985488978,2.530541534904599,0.7263053424010533,2.1812259057393306,2.2264719933250365,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2023,Caledonia Mining Corporation Plc,0.9245058601474012,0.8474199399348977,0.6196169801747227,-0.042819076,0.4593898674907681,0.855511123,-0.370338763,2.034857444827957,-1.739514469,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,1,0,0,0,0,0,0,0,0
5/9/2023,"Idaho Strategic Resources, Inc.",1.642183568733363,1.3734092870261578,0.9700015536424728,-0.186030825,1.0449818276985996,1.917106620509194,0.8983754254206465,1.3970605195043733,1.5934856040786143,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2023,"Contango Ore, Inc.",1.5414261691804565,1.4052326609339867,1.6790127423760572,-0.377609118,1.5359256835710373,1.600474729224949,-0.766273666,-0.979637656,0.2451407275131158,1.5391410611441476,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2023,Newmont Corporation,1.045766723,0.930126425,0.947297167,-0.533353863,0.916065549,0.983654982,-0.528972322,-1.012895234,-0.551038189,1.4449721251294654,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2023,Agnico Eagle Mine,2.440997553,2.23939674,2.2332841,-0.628850475,2.164599838,2.354217253,-0.047733886,-0.407258429,0.576760351,1.4449721251294654,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2023,Barrick Gold Cor,1.883811784,1.718358977,1.834582712,-1.210237261,1.800892416,1.808103618,-0.366453567,-0.559305568,0.205974067,1.4449721251294654,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2023,Wheaton Precious Metals Corp.,2.315260835,2.147907109,2.185573531,-0.90081026,2.228660791,2.264863628,0.200547909,-0.335796759,0.635656811,1.4449721251294654,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2023,Franco-Nevada Corporation,1.820691716,1.693892175,1.618526871,-0.714709365,1.672183185,1.77040015,-0.313103955,-0.74616521,0.87837818,1.4449721251294654,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2023,Gold Fields Limited,1.695044583,1.617185676,1.58754772,0.169946836,1.555666411,1.739696874,0.481903805,-0.44225128,0.540322049,1.4449721251294654,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2023,AngloGold Ashant,2.107188753590673,2.107756007206681,2.101405344747163,-0.479220723,2.1125599662548726,2.159945359877021,0.7652155110161079,-0.762881718,0.24239387545599048,1.4449721251294654,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2023,Kinross Gold Corporation,0.9961684354551466,1.034461351085048,0.9235433357695627,0.7212214196371616,1.1431281603248389,0.7459825477737303,-0.131121824,-0.675031361,0.6793694834059552,1.4449721251294654,0.35288169323258345,0.16242419625718513,0,0,0,1,0,0,0,0,0,0,0,0
5/10/2023,Alamos Gold Inc.,1.446762309812806,1.3357699758410062,1.305225384656319,-0.823233554,1.3288394682504745,1.4425633963285385,-0.125183069,-0.08616159,0.15385274231678794,1.4449721251294654,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2023,Harmony Gold Mining Company Limited,1.0506817523707823,1.004371416479709,1.050659820801972,0.46821590903215243,1.017681937368047,0.9411341755637417,0.6269737519293271,0.5346456447774535,0.8044969602968541,1.4449721251294654,0.35288169323258345,0.16242419625718513,1,0,0,0,0,0,0,0,0,0,0,0
5/10/2023,Pan American Silver Corp.,1.3251419826418682,1.1118476727865152,0.9825292661756099,0.1547755889436611,1.0301799224065202,1.268329277104877,0.9072046987240262,-0.33284086,-0.710754121,1.4449721251294654,0.35288169323258345,0.16242419625718513,0,0,0,0,0,1,0,0,0,0,0,0
5/10/2023,Endeavour Mining plc,1.9656087675960396,1.826524415190616,1.0858325656432604,1.1120898183543866,0.9893468393993937,1.933861752519213,0.065377314,-0.317369258,-0.6891628,1.4449721251294654,0.35288169323258345,0.16242419625718513,1,0,0,0,0,0,0,0,0,0,0,0
5/10/2023,Osisko Gold Royalties Ltd,2.147193268652461,2.0627002673295176,2.053304832,0.053007252193320885,2.0594184195007244,2.1229079215223714,0.12424963973383206,0.5569897707667592,0.5732084962832046,1.4449721251294654,0.35288169323258345,0.16242419625718513,1,0,1,0,0,0,0,0,0,0,0,0
5/10/2023,Eldorado Gold Corporation,1.452019111477985,1.3178431840765634,1.226105610832256,0.17719653843024466,1.196866909407107,1.4423883682540626,0.6718017250427515,0.2853587815619856,0.39703112157273046,1.4449721251294654,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2023,IAMGOLD Corporation,2.646800847484935,2.513288900071796,2.472930546068861,0.755644361,2.6033087425224304,2.527396590736661,-0.348986536,0.2696852991391975,1.0812992227600409,1.4449721251294654,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2023,"Coeur Mining, Inc.",0.9304399576646175,0.8057715734860267,0.932511634,-0.300297171,0.8627013319620832,0.8990837666742593,-0.533112388,0.8654533551087816,-0.810530318,1.4449721251294654,0.35288169323258345,0.16242419625718513,1,0,0,1,0,0,0,0,0,0,0,0
5/10/2023,Equinox Gold Corp.,2.209628636876165,2.039858193970902,1.892184710196444,-0.305040507,1.841866641887172,2.193574840846693,0.11840113282675109,0.4581764297612104,-0.013465944,1.4449721251294654,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2023,Orla Mining Ltd.,1.2095674363919775,1.0998761526204057,0.9497212668598491,-0.277956013,0.9958953662352664,1.144563091,-0.572639583,-0.653142043,0.6495893594490196,1.4449721251294654,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2023,Sandstorm Gold Ltd.,1.7634325275372662,1.6037753878276721,1.5507436320300905,-0.142644135,1.585036013280755,1.696238821856281,-0.077466355,-0.434764036,-0.157993907,1.4449721251294654,0.35288169323258345,0.16242419625718513,1,0,0,0,0,0,0,0,0,0,0,0
5/10/2023,Centerra Gold Inc.,1.8566309212818424,1.679379755072599,1.819612973494685,1.7907730077960837,1.797776286,1.778444064726694,-0.291606985,0.11572033360293385,0.1475343931620217,1.4449721251294654,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2023,Seabridge Gold Inc.,3.156768624357234,2.9784502278097498,2.9390092501874014,-0.193816979,2.847812183218734,3.0900773409244144,0.9134419871070897,2.5998661403313896,1.9385129285640788,1.4449721251294654,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2023,DRDGOLD Limited,2.553348419002208,2.577109384622142,1.9445663777875766,2.489072626629525,2.255925208451922,2.5701488725522577,0.7373286304793266,2.4858959258682223,1.9732653856480193,1.4449721251294654,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2023,Caledonia Mining Corporation Plc,0.5866629863104189,0.4631248508946534,0.4697521460372047,-0.177970846,0.4593898674907681,0.4580246057613428,-0.364926972,1.9816949348517345,-1.858114913,1.4449721251294654,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2023,"Idaho Strategic Resources, Inc.",1.3876934733588033,1.1204341767229506,0.5153523577554516,-0.070862998,0.959075129,1.0546046644518887,0.8567117337241562,1.1357036384269628,2.2767143646516415,1.4449721251294654,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2023,"Contango Ore, Inc.",1.5414261691804565,1.4294499650727324,1.6190144921085523,-0.372540418,1.5359256835710373,1.5333888883554485,-0.771869611,-1.067288002,0.42765209739598903,1.4449721251294654,0.35288169323258345,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,Newmont Corporation,0.814602296,0.775515978,0.643693774,-0.20465628,0.519663742,0.913902959,-0.592909638,-1.29699036,-0.746663257,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,Agnico Eagle Mine,1.96622581,1.91360227,1.675648211,0.205364491,1.504930995,2.167271263,-0.131835661,-0.40897816,-0.020466229,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,Barrick Gold Cor,1.664519887,1.577564685,1.435176454,0.746540604,1.270091456,1.800936986,-0.45748783,-0.598803709,-0.198065592,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,Wheaton Precious Metals Corp.,2.006981366,1.915489047,1.910883884,0.19697729,1.709175641,2.235782522,0.099056438,-0.377094789,0.019413406,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,Franco-Nevada Corporation,1.506613005,1.398432892,1.405665541,-0.175665546,1.319406885,1.674780564,-0.401202504,-0.683235231,0.360365583,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,Gold Fields Limited,1.38333062,1.349262838,1.354051331,0.433279967,1.245541079,1.5558894,0.457613319,-0.417536664,0.196841302,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,AngloGold Ashant,1.900584926975991,1.8291038464495368,1.8700300304585706,0.2923131533764897,1.8098068912142582,2.1090339178439237,0.6575303704436936,-0.78819568,-0.013677237,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,Kinross Gold Corporation,1.049240393864525,0.999514824,0.8530070112858603,1.9085173331534133,0.7548447234449063,1.1536678453689948,-0.179651408,-0.4945641,0.063432862,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,Alamos Gold Inc.,1.140550377019153,1.0580369720507643,1.096967035853391,-0.348797841,0.9909151473653449,1.3329021950719129,-0.234234743,-0.098726415,-0.277479168,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,Harmony Gold Mining Company Limited,0.8887462079617429,0.8176335614232261,0.8349066998610184,0.088208379,0.7299790542841924,1.0291608969576194,0.6478149699558574,0.6737153258121724,0.38868365832624624,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,Pan American Silver Corp.,0.9319212801261084,1.4662074398401632,0.6267041285158383,1.6840218796896973,0.544347094,1.0292535861947971,0.8290889163569062,-0.754329393,-1.039057151,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,0,0,1,0,0,0,0,0,0,0,0
5/11/2023,Endeavour Mining plc,0.9284088208273535,0.8433235038074479,0.7889316666370527,0.094047621,0.7332029855357767,0.9871323670912165,0.10658531469881194,-0.187214406,-1.003610134,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,Osisko Gold Royalties Ltd,2.173752159162457,2.1546162625116763,1.9420661954590086,0.5389600441191216,1.9470957465713898,2.0569254763414406,0.13773211469975108,0.612088092,0.2694477210887907,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,Eldorado Gold Corporation,1.094009248244548,1.0161789302790891,0.9665478074133679,0.5510949322859109,0.9080336690326843,1.2099965893060665,0.6893205070172548,0.3055119880121174,-0.044065402,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,IAMGOLD Corporation,2.353495266090761,2.263336048914509,2.3259370378332074,0.8720323479352142,2.0988613737291577,2.599364347438686,-0.267764685,0.45087467458032343,0.3455972899368814,1.1839424428431558,0.3115544154618596,0.16242419625718513,1,0,0,1,0,0,0,0,0,0,0,0
5/11/2023,"Coeur Mining, Inc.",0.6782313393529743,0.6893475895941359,0.6143212842139857,0.053802818,0.6987775709558899,0.8626994403305852,-0.612690176,0.3312821207476162,-1.006713696,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,Equinox Gold Corp.,1.7219820201139517,1.5346711434726394,1.213116188422015,0.6270131526825533,1.0964544062214405,1.8408885540263416,0.059311808534101264,0.43583894240131865,-0.594050078,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,Orla Mining Ltd.,0.9558997504806961,0.8154143273083994,0.747449947,-0.365716209,0.660288355,0.9933463477786956,-0.58237047,-0.706858279,-0.06738426,1.1839424428431558,0.3115544154618596,0.16242419625718513,1,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,Sandstorm Gold Ltd.,1.2547763301300272,1.2403634627812505,1.2205987229792168,1.2951840947958848,1.1047944149011881,1.582006568445679,-0.136499918,-0.625671898,-0.686362856,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,Centerra Gold Inc.,1.822614026161965,1.679379755072599,1.0980676009555825,0.799970963,0.9411781759648491,1.7952170439024526,-0.182642255,-0.067895797,-0.904987427,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,Seabridge Gold Inc.,2.653361551989774,2.666442225226129,2.5658615182737647,0.4721404287991448,2.3376442529546355,2.8435520975733257,0.8868875197651295,2.7961214584233787,1.2894186285381517,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,1,0,0,0,1,0,0,0,1,0,0
5/11/2023,DRDGOLD Limited,2.2628765380093596,2.0552810978009006,2.033956737598309,0.23204003867097048,1.9192935703500502,2.2532901713709923,0.8974195067132417,2.669358475364598,1.5808270561823412,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,Caledonia Mining Corporation Plc,0.43205692540196955,0.24034508913219255,0.331876499,-0.114274055,0.15236979896543673,0.4580246057613428,-0.383025546,1.8352949411355486,-2.138393231,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,"Idaho Strategic Resources, Inc.",0.5606006633914857,0.5090776601568668,0.5153523577554516,-0.62465774,0.22886818980536527,0.968354469,0.7601776033719803,0.8823599115773064,0.9783383834369753,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/11/2023,"Contango Ore, Inc.",1.4405308040335971,1.4074342340375092,1.494402741552966,-0.34227533,1.5292195231233034,1.5333888883554485,-0.791208066,-1.078684645,0.2523481471203556,1.1839424428431558,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2023,Newmont Corporation,0.468896936,0.437814211,0.563032871,-0.471017058,0.531987115,0.517957654,-0.632154559,-1.174327577,-0.687146663,1.1806382696496573,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2023,Agnico Eagle Mine,1.47788916,1.410342519,1.533186487,-0.467972688,1.496918823,1.507618984,-0.14821181,-0.404343776,-0.202872423,1.1806382696496573,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2023,Barrick Gold Cor,1.255175011,1.267460803,1.368608744,-1.10159205,1.377686245,1.270606255,-0.405518803,-0.571243701,-0.229947912,1.1806382696496573,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2023,Wheaton Precious Metals Corp.,1.685721708,1.710509229,1.78661952,-0.799801045,1.751121647,1.715553841,0.079809254,-0.388295725,-0.252242342,1.1806382696496573,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,1,0,0,0
5/12/2023,Franco-Nevada Corporation,1.3170412,1.374541306,1.4289598,-0.395438529,1.473994252,1.320191265,-0.451014797,-0.687938326,0.408856181,1.1806382696496573,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2023,Gold Fields Limited,1.175521311,1.19469197,1.266490185,-0.020826378,1.198233825,1.246042515,0.46132367,-0.436494826,0.095187427,1.1806382696496573,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2023,AngloGold Ashant,1.2598136386348047,1.4580345359054503,1.3437646097237346,1.7803281241799387,1.4800758193878452,1.8065600563531705,0.6091081312981607,-0.782434162,-0.316653016,1.1806382696496573,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2023,Kinross Gold Corporation,0.6954273378020048,0.6762594532508012,0.782470687,-0.358303926,0.7018969820521876,0.7637079954952632,-0.131267153,-0.499134683,-0.014724367,1.1806382696496573,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2023,Alamos Gold Inc.,0.9964506439397866,0.9057317764238579,1.0600745028502159,-0.399276,1.0457136858872584,0.994780158,-0.300300325,-0.109586458,-0.384538972,1.1806382696496573,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2023,Harmony Gold Mining Company Limited,0.7517238242310166,0.8299189466243113,0.8095239797503174,-0.212278057,0.880084906,0.7399302409491655,0.6347839286282366,0.698554736,0.5288221229443216,1.1806382696496573,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2023,Pan American Silver Corp.,0.5387005776103512,0.389231677,0.24520088813835123,0.8777060106519446,0.24862276400643968,0.5440705664066954,0.8524279450318327,-0.786777855,-1.336268263,1.1806382696496573,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2023,Endeavour Mining plc,0.6853150833034429,0.6609555928250864,0.7064591946908834,-0.38071067,0.6531580312033959,0.7303921947717605,0.072949986,0.18647405100651587,-1.130231703,1.1806382696496573,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2023,Osisko Gold Royalties Ltd,1.9480015898274854,1.9839151286019527,2.029708757378744,0.3261061178129635,2.0197751231727255,1.9447553195338556,0.19634867343262782,0.6296209197744317,0.34946737806181116,1.1806382696496573,0.3115544154618596,0.16242419625718513,0,0,0,0,0,0,0,0,0,0,0,0
